itemString,marketValue,minBuyout,historical,numAuctions,date
138385,186910827,99996100,271178788,4,2021-03-15 07:54:19
33427,11400,0,15033,0,2021-03-15 07:54:19
112181,0,0,550200,0,2021-03-15 07:54:19
138383,123512793,193594700,173752124,1,2021-03-15 07:54:19
138382,345314900,0,314008990,0,2021-03-15 07:54:19
33431,18300,0,18300,0,2021-03-15 07:54:19
62087,1005400,0,1005400,0,2021-03-15 07:54:19
138384,356726500,0,271309784,0,2021-03-15 07:54:19
9187,8390504,10750000,3233122,2,2021-03-15 07:54:19
140363,869045944,694200100,676877359,5,2021-03-15 07:54:19
16113,2107134705,699999900,1247694025,1,2021-03-15 07:54:19
36466,31308742,20419200,24613953,2,2021-03-15 07:54:19
38441,33728733,38643600,21226580,1,2021-03-15 07:54:19
15005,0,0,100,0,2021-03-15 07:54:19
2871,0,0,120100,0,2021-03-15 07:54:19
2844,0,0,44645,0,2021-03-15 07:54:19
2725,24875864,1504100,101671700,1,2021-03-15 07:54:19
2738,11735449,1500300,83763500,1,2021-03-15 07:54:19
2749,17830897,1506000,78771000,1,2021-03-15 07:54:19
2744,45133244,1504300,183246405,1,2021-03-15 07:54:19
2732,1312653,1500000,23893760,1,2021-03-15 07:54:19
2740,29629610,1500500,124069429,1,2021-03-15 07:54:19
2750,848703600,0,559906450,0,2021-03-15 07:54:19
2751,0,0,89585300,0,2021-03-15 07:54:19
2734,58370188,1506200,220196488,1,2021-03-15 07:54:19
2742,162389821,1506700,833405666,1,2021-03-15 07:54:19
6373,2000100,0,70774,0,2021-03-15 07:54:19
2728,0,0,95630600,0,2021-03-15 07:54:19
