itemString,marketValue,minBuyout,historical,numAuctions,date
44655,177589245,0,136536294,0,2021-03-15 07:54:24
8626,100000000,100000000,100000000,1,2021-03-15 07:54:24
18704,17590996000,25000000000,4889581770,1,2021-03-15 07:54:24
58267,35597,0,1934259,0,2021-03-15 07:54:24
58263,53407,0,1507695,0,2021-03-15 07:54:24
58279,0,0,4901300,0,2021-03-15 07:54:24
58278,268910,0,971204,0,2021-03-15 07:54:24
58258,2232177,1992900,1520028,1,2021-03-15 07:54:24
59228,11217692,11671700,12165071,1,2021-03-15 07:54:24
58265,3028184,0,956984,0,2021-03-15 07:54:24
58261,2634789,0,2660094,0,2021-03-15 07:54:24
59227,9398866,10651600,11479595,1,2021-03-15 07:54:24
58259,6222046,0,25296995,0,2021-03-15 07:54:24
58269,628664,953900,10152,4,2021-03-15 07:54:24
58275,0,0,1001300,0,2021-03-15 07:54:24
58280,0,0,8001300,0,2021-03-15 07:54:24
58276,0,0,7601300,0,2021-03-15 07:54:24
58277,0,0,1001300,0,2021-03-15 07:54:24
58260,31207974,0,4500840,0,2021-03-15 07:54:24
59231,9961306,8831700,12522376,1,2021-03-15 07:54:24
33186,265158047,321285000,313200150,2,2021-03-15 07:54:24
10332,439174703,427794900,472375527,3,2021-03-15 07:54:24
97624,53726394,0,35687887,0,2021-03-15 07:54:24
136569,6234944,5699900,3782098,3,2021-03-15 07:54:24
120269,189728061,213223500,223753916,1,2021-03-15 07:54:24
65892,138891952,74500000,81689853,3,2021-03-15 07:54:24
76585,41784149,75005600,143748817,1,2021-03-15 07:54:24
34722,137958,53800,65145,2,2021-03-15 07:54:24
120138,38026071,37500000,33083581,5,2021-03-15 07:54:24
106293,17600,0,202330,0,2021-03-15 07:54:24
106295,0,0,5774000,0,2021-03-15 07:54:24
18986,763458333,778000000,242911899,3,2021-03-15 07:54:24
9508,9087201790,0,9426577500,0,2021-03-15 07:54:24
3378,5346912,0,3591212,0,2021-03-15 07:54:24
76157,556792557,786680500,272770179,1,2021-03-15 07:54:24
1824,19500,0,19500,0,2021-03-15 07:54:24
76622,0,0,680939000,0,2021-03-15 07:54:24
136377,1643238,1696300,194777,6,2021-03-15 07:54:24
